,category,dayofweek,descript,pddistrict,resolution,time,x,y,report_month,report_day
12044,ASSAULT,Tuesday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,INGLESIDE,non_processed,935,-122.413940006365,37.738932187970704,8,16
12045,DRUG/NARCOTIC,Thursday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,MISSION,non_processed,600,-122.418687919804,37.7642753857061,9,22
12046,WARRANTS,Monday,ENROUTE TO OUTSIDE JURISDICTION,TENDERLOIN,processed,800,-122.41771034473301,37.7842362877657,7,25
12047,ROBBERY,Tuesday,"ROBBERY, BODILY FORCE",SOUTHERN,non_processed,190,-122.41431785788099,37.7799444052046,6,21
12048,NON-CRIMINAL,Wednesday,FOUND PROPERTY,SOUTHERN,processed,741,-122.394619010251,37.7799151588929,7,13
12049,OTHER OFFENSES,Friday,LOST/STOLEN LICENSE PLATE,SOUTHERN,non_processed,1140,-122.39608820601102,37.778051340541296,8,12
12050,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, AUTO",TENDERLOIN,non_processed,900,-122.415508242789,37.7816542805847,7,27
12051,LARCENY/THEFT,Thursday,GRAND THEFT PICKPOCKET,NORTHERN,processed,1120,-122.432142775998,37.78049558368671,9,15
12052,ASSAULT,Tuesday,BATTERY OF A POLICE OFFICER,RICHMOND,processed,854,-122.477309120541,37.7654460715882,8,23
12053,STOLEN PROPERTY,Thursday,RECEIVING STOLEN PROPERTY,NORTHERN,processed,330,-122.422404422276,37.789876481740606,7,14
12054,BURGLARY,Friday,"BURGLARY, UNLAWFUL ENTRY",CENTRAL,non_processed,1080,-122.404366570224,37.7883830183627,8,5
12055,DRUNKENNESS,Friday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,NORTHERN,processed,1203,-122.420254960356,37.774358171047204,7,29
12056,FRAUD,Tuesday,"CREDIT CARD, THEFT BY USE OF",INGLESIDE,non_processed,1,-122.408103750922,37.745411544745394,4,5
12057,VANDALISM,Wednesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NORTHERN,non_processed,690,-122.43355503388001,37.783240028248,9,7
12058,ASSAULT,Tuesday,THREATS AGAINST LIFE,CENTRAL,processed,495,-122.400180243618,37.791304652924296,6,21
12059,ASSAULT,Saturday,AGGRAVATED ASSAULT WITH BODILY FORCE,TARAVAL,non_processed,1102,-122.505405273997,37.7529616147703,8,20
12060,ASSAULT,Saturday,THREATS AGAINST LIFE,SOUTHERN,non_processed,763,-122.406346425632,37.7791674218963,7,2
12061,NON-CRIMINAL,Thursday,"AIDED CASE, MENTAL DISTURBED",TARAVAL,non_processed,1025,-122.455997674227,37.7144992154636,9,1
12062,BURGLARY,Thursday,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",MISSION,non_processed,1020,-122.433312315038,37.754614330443104,6,23
12063,MISSING PERSON,Wednesday,FOUND PERSON,TARAVAL,non_processed,840,-122.47124928824101,37.7534143516264,8,10
12064,DRUG/NARCOTIC,Monday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,421,-122.412993783039,37.785562969528705,6,20
12065,OTHER OFFENSES,Thursday,VIOLATION OF RESTRAINING ORDER,MISSION,non_processed,1407,-122.41882054233601,37.761923480107896,9,15
12066,LARCENY/THEFT,Saturday,PETTY THEFT FROM A BUILDING,MISSION,non_processed,1,-122.406539115148,37.7564864109309,9,17
12067,DRUG/NARCOTIC,Monday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,1370,-122.413753670487,37.78373004094,7,11
12068,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, AUTO",PARK,non_processed,1320,-122.448048775097,37.765141554354294,7,27
12069,ASSAULT,Sunday,BATTERY,SOUTHERN,non_processed,740,-122.40340479147899,37.775420706711,7,17
12070,LARCENY/THEFT,Wednesday,PETTY THEFT FROM A BUILDING,SOUTHERN,non_processed,330,-122.414491438164,37.7784414815409,9,21
12071,OTHER OFFENSES,Saturday,POSSESSION OF BURGLARY TOOLS,NORTHERN,processed,425,-122.42028351865801,37.7966026551839,9,17
12072,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1200,-122.439504944769,37.8004024933389,7,9
12073,LARCENY/THEFT,Saturday,GRAND THEFT PICKPOCKET,NORTHERN,processed,600,-122.434029993665,37.7898371293302,8,6
12074,LARCENY/THEFT,Thursday,GRAND THEFT FROM A BUILDING,CENTRAL,non_processed,645,-122.412137002202,37.796293789747,8,11
12075,ASSAULT,Sunday,BATTERY,SOUTHERN,non_processed,1290,-122.40340479147899,37.775420706711,9,4
12076,SUSPICIOUS OCC,Thursday,SUSPICIOUS OCCURRENCE,TENDERLOIN,non_processed,123,-122.416459785313,37.7860170554787,7,28
12077,LARCENY/THEFT,Friday,GRAND THEFT OF PROPERTY,MISSION,non_processed,1110,-122.431021427806,37.7651022454799,8,19
12078,OTHER OFFENSES,Friday,HARASSING PHONE CALLS,CENTRAL,processed,120,-122.415855747682,37.7958259479649,8,26
12079,NON-CRIMINAL,Friday,PROPERTY FOR IDENTIFICATION,TARAVAL,non_processed,120,-122.50072150478998,37.7484762048069,7,1
12080,OTHER OFFENSES,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,500,-122.38624233138901,37.726605679464605,9,2
12081,VEHICLE THEFT,Tuesday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1200,-122.466600480522,37.7528024539261,6,28
12082,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, OTHER VEHICLE",SOUTHERN,non_processed,1260,-122.408518394543,37.7737604031715,8,19
12083,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,TARAVAL,non_processed,900,-122.480450749459,37.7190118676786,7,28
12084,LARCENY/THEFT,Tuesday,ATTEMPTED THEFT FROM LOCKED VEHICLE,CENTRAL,non_processed,780,-122.413747886305,37.7979555343556,8,30
12085,LARCENY/THEFT,Saturday,GRAND THEFT PICKPOCKET,SOUTHERN,non_processed,735,-122.40340479147899,37.775420706711,8,20
12086,DISORDERLY CONDUCT,Friday,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,PARK,processed,885,-122.443649925098,37.7704257255294,7,29
12087,OTHER OFFENSES,Saturday,POSSESSION OF BURGLARY TOOLS,CENTRAL,processed,94,-122.416010946957,37.7882266719693,6,25
12088,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,PARK,non_processed,1170,-122.44647674742599,37.761434303327,8,2
12089,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1320,-122.40021603878999,37.7948030325182,9,3
12090,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM",PARK,non_processed,900,-122.457258778458,37.7649243232243,7,8
12091,SUSPICIOUS OCC,Thursday,SUSPICIOUS OCCURRENCE,NORTHERN,non_processed,870,-122.43303031166799,37.7973462529678,6,30
12092,WARRANTS,Wednesday,WARRANT ARREST,NORTHERN,processed,865,-122.422180938873,37.7770395107539,8,31
12093,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,TARAVAL,non_processed,1320,-122.506894659712,37.7435470748916,8,4
12094,WARRANTS,Wednesday,ENROUTE TO OUTSIDE JURISDICTION,BAYVIEW,processed,1435,-122.394051849819,37.7461648023187,8,3
12095,NON-CRIMINAL,Saturday,LOST PROPERTY,TENDERLOIN,non_processed,810,-122.408040474865,37.7864094033389,8,27
12096,FRAUD,Thursday,IMPERSONATING A POLICE OFFICER,MISSION,non_processed,780,-122.40781699823401,37.7677012635524,6,30
12097,NON-CRIMINAL,Wednesday,AIDED CASE,TARAVAL,non_processed,409,-122.484813641697,37.7427039352144,8,17
12098,DRUG/NARCOTIC,Friday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,1414,-122.41257364320101,37.7834687204586,8,12
12099,NON-CRIMINAL,Sunday,"DEATH REPORT, CAUSE UNKNOWN",BAYVIEW,non_processed,1020,-122.397969253539,37.7566245753505,7,31
12100,SECONDARY CODES,Thursday,DOMESTIC VIOLENCE,BAYVIEW,non_processed,350,-122.39525100993099,37.75534435195679,8,11
12101,OTHER OFFENSES,Monday,FALSE REPORT OF BOMB,TENDERLOIN,non_processed,730,-122.407845374111,37.7850943210103,9,19
12102,MISSING PERSON,Tuesday,FOUND PERSON,BAYVIEW,non_processed,1326,-122.394438859914,37.736443899673205,7,12
12103,WARRANTS,Wednesday,WARRANT ARREST,NORTHERN,non_processed,1260,-122.418729600557,37.785007503993,8,10
12104,VEHICLE THEFT,Saturday,STOLEN AUTOMOBILE,BAYVIEW,non_processed,1260,-122.402077492853,37.7544860104631,9,24
12105,OTHER OFFENSES,Saturday,INDECENT EXPOSURE,PARK,processed,1280,-122.45131444779699,37.7695046066162,8,20
12106,OTHER OFFENSES,Friday,LOST/STOLEN LICENSE PLATE,MISSION,non_processed,720,-122.409916308818,37.7511443775471,8,26
12107,VEHICLE THEFT,Monday,STOLEN AUTOMOBILE,NORTHERN,non_processed,1260,-122.421667086071,37.7828419848131,9,5
12108,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, OTHER VEHICLE",NORTHERN,non_processed,870,-122.42636199242901,37.7726818428837,9,22
12109,BURGLARY,Wednesday,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",MISSION,non_processed,30,-122.42173850847601,37.7640972229024,7,20
12110,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,1380,-122.40000678502899,37.750766335501794,8,7
12111,DRUG/NARCOTIC,Wednesday,POSSESSION OF MARIJUANA FOR SALES,NORTHERN,processed,1011,-122.427917556774,37.776252090695294,7,13
12112,ASSAULT,Sunday,THREATS AGAINST LIFE,SOUTHERN,processed,840,-122.408421116922,37.7835699386918,7,31
12113,ROBBERY,Tuesday,"ROBBERY ON THE STREET, STRONGARM",TENDERLOIN,non_processed,655,-122.409853729941,37.7833862379382,7,5
12114,ASSAULT,Tuesday,THREATS AGAINST LIFE,SOUTHERN,non_processed,1320,-122.40340479147899,37.775420706711,7,26
12115,NON-CRIMINAL,Saturday,"AIDED CASE, DOG BITE",NORTHERN,non_processed,750,-122.42607717737499,37.788018555829,7,23
12116,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,RICHMOND,non_processed,1200,-122.49517473583799,37.7748589909304,9,22
12117,OTHER OFFENSES,Saturday,TRAFFIC VIOLATION,PARK,processed,570,-122.44477239213998,37.7618573507929,6,25
12118,OTHER OFFENSES,Monday,RESISTING ARREST,MISSION,processed,750,-122.41469551481,37.7596861764245,9,19
12119,OTHER OFFENSES,Friday,PROBATION VIOLATION,TENDERLOIN,processed,1170,-122.413237516676,37.78284302332129,9,23
12120,ROBBERY,Sunday,ATTEMPTED ROBBERY WITH BODILY FORCE,INGLESIDE,non_processed,140,-122.44122767344601,37.71607818129179,7,24
12121,ROBBERY,Sunday,"ROBBERY ON THE STREET, STRONGARM",NORTHERN,non_processed,1140,-122.428249599273,37.7780677663985,8,7
12122,VANDALISM,Friday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",CENTRAL,non_processed,150,-122.416452065602,37.786308688557504,7,22
12123,NON-CRIMINAL,Wednesday,"AIDED CASE, MENTAL DISTURBED",INGLESIDE,non_processed,988,-122.413546096394,37.7125799991039,6,22
12124,ASSAULT,Wednesday,BATTERY,SOUTHERN,non_processed,845,-122.400316057294,37.790099627344105,9,21
12125,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,INGLESIDE,non_processed,1170,-122.426274307733,37.725886443243496,9,9
12126,NON-CRIMINAL,Monday,LOST PROPERTY,SOUTHERN,non_processed,870,-122.40340479147899,37.775420706711,7,4
12127,TRESPASS,Monday,TRESPASSING,BAYVIEW,processed,658,-122.387694587441,37.7205552398712,7,11
12128,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",BAYVIEW,non_processed,1140,-122.398218611298,37.7599092376715,8,23
12129,SUSPICIOUS OCC,Monday,SUSPICIOUS OCCURRENCE,SOUTHERN,non_processed,960,-122.40391914835699,37.7871160984672,9,5
12130,LARCENY/THEFT,Monday,GRAND THEFT FROM A BUILDING,TENDERLOIN,processed,1115,-122.40642786236,37.787109454290004,8,8
12131,DRUG/NARCOTIC,Friday,SALE OF BASE/ROCK COCAINE,TENDERLOIN,processed,1308,-122.409853729941,37.7833862379382,8,12
12132,MISSING PERSON,Thursday,FOUND PERSON,NORTHERN,processed,630,-122.41660769511499,37.7791387543353,8,11
12133,OTHER OFFENSES,Thursday,RESISTING ARREST,TENDERLOIN,processed,530,-122.41431222924,37.779833918358705,9,15
12134,ASSAULT,Saturday,BATTERY,INGLESIDE,processed,1055,-122.42228665168899,37.7420041169835,6,25
12135,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,1080,-122.41305558722799,37.75904974276,6,17
12136,VANDALISM,Tuesday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",NORTHERN,non_processed,780,-122.43397512883001,37.781218196028206,6,28
12137,DRUG/NARCOTIC,Friday,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,processed,880,-122.413631253258,37.7848053746211,9,23
12138,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,TARAVAL,non_processed,60,-122.457677442839,37.719973763603896,6,29
12139,WARRANTS,Thursday,WARRANT ARREST,TENDERLOIN,processed,590,-122.413609328985,37.784696907904,7,14
12140,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1064,-122.42025048261002,37.7800745746105,9,22
12141,BURGLARY,Sunday,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",TARAVAL,non_processed,1230,-122.50003840709299,37.7606296696035,7,31
12142,NON-CRIMINAL,Tuesday,FOUND PROPERTY,INGLESIDE,non_processed,1020,-122.445778118556,37.720504058239605,8,30
12143,FORGERY/COUNTERFEITING,Monday,"CHECKS, FORGERY (FELONY)",RICHMOND,processed,1,-122.489084101153,37.787708570873605,12,27
12144,WARRANTS,Wednesday,WARRANT ARREST,NORTHERN,processed,980,-122.43397512883001,37.781218196028206,6,15
12145,NON-CRIMINAL,Wednesday,LOST PROPERTY,SOUTHERN,non_processed,750,-122.40340479147899,37.775420706711,7,20
12146,DRUNKENNESS,Wednesday,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,TARAVAL,non_processed,40,-122.47717237068998,37.76355845968371,8,31
12147,VEHICLE THEFT,Saturday,"VEHICLE, RECOVERED, AUTO",PARK,non_processed,30,-122.443518476971,37.7605087104575,7,9
12148,LARCENY/THEFT,Thursday,GRAND THEFT BICYCLE,SOUTHERN,non_processed,750,-122.40340479147899,37.775420706711,9,15
12149,VEHICLE THEFT,Wednesday,STOLEN AUTOMOBILE,MISSION,non_processed,1230,-122.43034561773999,37.758755642467,9,21
12150,NON-CRIMINAL,Wednesday,LOST PROPERTY,MISSION,non_processed,1230,-122.418448186109,37.752239165267,6,1
12151,BURGLARY,Saturday,"BURGLARY OF STORE, FORCIBLE ENTRY",SOUTHERN,processed,279,-122.397450736688,37.7895861933973,7,9
12152,VANDALISM,Sunday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",BAYVIEW,non_processed,840,-122.40428040205099,37.7294531060335,9,4
12153,LARCENY/THEFT,Sunday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,720,-122.417273344939,37.7861493947594,6,26
12154,DRUG/NARCOTIC,Saturday,POSSESSION OF NARCOTICS PARAPHERNALIA,MISSION,processed,1032,-122.420580440119,37.764996862298204,8,13
12155,LARCENY/THEFT,Friday,GRAND THEFT AUTO STRIP,SOUTHERN,non_processed,750,-122.40340479147899,37.775420706711,8,26
12156,ASSAULT,Tuesday,BATTERY,NORTHERN,non_processed,560,-122.41925042196999,37.7838069204559,8,9
12157,DRUG/NARCOTIC,Tuesday,POSSESSION OF METH-AMPHETAMINE,SOUTHERN,processed,1344,-122.408673540372,37.7800574377607,8,16
12158,ASSAULT,Thursday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,NORTHERN,processed,1359,-122.432951589917,37.805052022888106,7,28
12159,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,INGLESIDE,non_processed,1290,-122.419657380352,37.709094924139,6,24
12160,LARCENY/THEFT,Wednesday,PETTY THEFT OF PROPERTY,TARAVAL,non_processed,689,-122.47827820633199,37.7209451616295,7,27
12161,VEHICLE THEFT,Saturday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1020,-122.416407071861,37.7531509460228,9,10
12162,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,RICHMOND,non_processed,1320,-122.437341656722,37.7891898103122,7,27
12163,ASSAULT,Tuesday,THREATS AGAINST LIFE,CENTRAL,non_processed,1,-122.400171834642,37.793905073184796,6,14
12164,OTHER OFFENSES,Monday,VIOLATION OF RESTRAINING ORDER,PARK,non_processed,707,-122.446780341512,37.765402106119396,9,12
12165,EMBEZZLEMENT,Tuesday,EMBEZZLED VEHICLE,NORTHERN,non_processed,720,-122.427093375316,37.7763027391045,8,23
12166,BURGLARY,Friday,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",SOUTHERN,non_processed,1020,-122.39616405853201,37.7762328753299,7,1
12167,DRUG/NARCOTIC,Wednesday,POSSESSION OF METH-AMPHETAMINE,CENTRAL,processed,453,-122.39840549201999,37.7944120086129,6,22
12168,SECONDARY CODES,Monday,DOMESTIC VIOLENCE,MISSION,non_processed,603,-122.417817852676,37.7578884408086,7,4
12169,ASSAULT,Thursday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,TENDERLOIN,non_processed,200,-122.412414263588,37.7830037964305,7,28
12170,LARCENY/THEFT,Tuesday,PETTY THEFT FROM UNLOCKED AUTO,INGLESIDE,non_processed,120,-122.42614570549499,37.7308825408918,6,28
12171,OTHER OFFENSES,Thursday,DISPLAY & SALE OF SPRAY PAINT & MARKER PENS,SOUTHERN,processed,220,-122.40650848700301,37.7803313209065,6,23
12172,OTHER OFFENSES,Tuesday,PROBATION VIOLATION,TENDERLOIN,processed,690,-122.40984944165501,37.78327552025671,6,28
12173,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1230,-122.423785184874,37.7892026280853,9,16
12174,LARCENY/THEFT,Tuesday,GRAND THEFT OF PROPERTY,MISSION,non_processed,1140,-122.423720585924,37.7595636303735,6,21
12175,ASSAULT,Wednesday,INFLICT INJURY ON COHABITEE,INGLESIDE,non_processed,558,-122.429850067573,37.733297658321796,8,3
12176,TRESPASS,Sunday,TRESPASSING,MISSION,processed,731,-122.40594229090401,37.7696597423258,7,24
12177,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,CENTRAL,non_processed,720,-122.40124288948401,37.799531258614,9,1
12178,NON-CRIMINAL,Saturday,LOST PROPERTY,BAYVIEW,non_processed,1020,-122.38957826549101,37.770198458048,7,9
12179,BURGLARY,Tuesday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",TENDERLOIN,non_processed,495,-122.412596970637,37.7811192121542,8,2
12180,VEHICLE THEFT,Friday,TAMPERING WITH A VEHICLE,BAYVIEW,non_processed,480,-122.380291012279,37.7354366994577,8,26
12181,NON-CRIMINAL,Thursday,TARASOFF REPORT,BAYVIEW,non_processed,1200,-122.38293285251999,37.7397330227985,8,18
12182,DRUG/NARCOTIC,Tuesday,POSSESSION OF NARCOTICS PARAPHERNALIA,TENDERLOIN,processed,642,-122.41013523637699,37.784188907526705,8,30
12183,BURGLARY,Friday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",PARK,processed,860,-122.43544104222799,37.766131821253,8,26
12184,OTHER OFFENSES,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",CENTRAL,processed,671,-122.403846623522,37.78982841558321,6,24
12185,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1360,-122.40340479147899,37.775420706711,8,5
12186,FRAUD,Friday,"CREDIT CARD, THEFT BY USE OF",NORTHERN,processed,720,-122.43353308664899,37.783131565114005,9,2
12187,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,835,-122.409529913278,37.7657184395282,8,23
12188,LARCENY/THEFT,Wednesday,GRAND THEFT FROM PERSON,TARAVAL,processed,1038,-122.489706214168,37.7342213212186,9,14
12189,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,960,-122.400803885548,37.7864412623669,6,20
12190,ASSAULT,Monday,BATTERY,TENDERLOIN,non_processed,730,-122.41421780432199,37.7832593295025,7,18
12191,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1380,-122.41984921524599,37.7545482521345,6,30
12192,ASSAULT,Friday,THREATS AGAINST LIFE,TENDERLOIN,processed,240,-122.411302813025,37.7855355791102,9,2
12193,VANDALISM,Sunday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",INGLESIDE,non_processed,410,-122.450026603043,37.731440080612295,7,10
12194,VEHICLE THEFT,Thursday,"VEHICLE, RECOVERED, AUTO",NORTHERN,non_processed,1200,-122.43403741132,37.798228833698396,8,25
12195,MISSING PERSON,Saturday,MISSING JUVENILE,TARAVAL,non_processed,879,-122.45315825844,37.719497600502294,9,24
12196,OTHER OFFENSES,Wednesday,LOST/STOLEN LICENSE PLATE,TARAVAL,non_processed,660,-122.50889975138399,37.756550088603795,6,22
12197,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,505,-122.395310455047,37.7498034557225,6,25
12198,OTHER OFFENSES,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,490,-122.42064189374099,37.7819608221608,8,9
12199,VEHICLE THEFT,Monday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1360,-122.410810973108,37.7510914177261,7,25
12200,ROBBERY,Wednesday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,BAYVIEW,non_processed,720,-122.390971734594,37.73401521810371,7,27
12201,OTHER OFFENSES,Wednesday,PAROLE VIOLATION,CENTRAL,processed,500,-122.41550752023001,37.8024597497756,6,22
12202,OTHER OFFENSES,Tuesday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,processed,1146,-122.418448186109,37.752239165267,7,5
12203,NON-CRIMINAL,Saturday,LOST PROPERTY,CENTRAL,non_processed,790,-122.410774214375,37.8084350175869,9,10
12204,TRESPASS,Tuesday,TRESPASSING,CENTRAL,processed,15,-122.41154044765601,37.78740983565,6,28
12205,LARCENY/THEFT,Tuesday,PETTY THEFT OF PROPERTY,TARAVAL,processed,1020,-122.480450749459,37.7190118676786,8,2
12206,LARCENY/THEFT,Friday,PETTY THEFT FROM UNLOCKED AUTO,TENDERLOIN,non_processed,1020,-122.416349428183,37.7825569563078,7,22
12207,OTHER OFFENSES,Monday,TRAFFIC VIOLATION,CENTRAL,processed,1110,-122.403663463969,37.7888946801881,9,12
12208,WARRANTS,Thursday,WARRANT ARREST,MISSION,processed,61,-122.41812008649799,37.7603012340443,7,7
12209,LARCENY/THEFT,Tuesday,GRAND THEFT SHOPLIFTING,TENDERLOIN,processed,1178,-122.40642786236,37.787109454290004,8,2
12210,ASSAULT,Friday,THREATS AGAINST LIFE,CENTRAL,non_processed,1110,-122.405862214655,37.797911710502795,7,15
12211,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, AUTO",MISSION,non_processed,1080,-122.41727097553301,37.7571885589512,8,3
12212,ASSAULT,Monday,INFLICT INJURY ON COHABITEE,INGLESIDE,processed,1312,-122.432483319531,37.7256287274831,6,27
12213,ASSAULT,Saturday,THREATS AGAINST LIFE,TARAVAL,non_processed,420,-122.47432883478201,37.7552532788958,9,3
12214,FRAUD,Thursday,"CREDIT CARD, THEFT BY USE OF",NORTHERN,non_processed,720,-122.427548850319,37.7952631481734,6,23
12215,WARRANTS,Sunday,ENROUTE TO OUTSIDE JURISDICTION,TENDERLOIN,processed,546,-122.413869632561,37.781862188279206,7,10
12216,WARRANTS,Friday,ENROUTE TO DEPARTMENT OF CORRECTIONS,TENDERLOIN,processed,626,-122.41055128181002,37.782502559010204,8,12
12217,FRAUD,Tuesday,"CREDIT CARD, THEFT BY USE OF",SOUTHERN,non_processed,900,-122.409605982336,37.77772634147121,5,24
12218,"SEX OFFENSES, FORCIBLE",Sunday,"FORCIBLE RAPE, BODILY FORCE",RICHMOND,non_processed,315,-122.472028923133,37.7805458575086,8,28
12219,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,PARK,non_processed,960,-122.43486585347,37.7772809749218,6,17
12220,VEHICLE THEFT,Tuesday,STOLEN TRUCK,MISSION,non_processed,1290,-122.425933851505,37.7478165707419,6,14
12221,NON-CRIMINAL,Thursday,"AIDED CASE, MENTAL DISTURBED",MISSION,non_processed,831,-122.40850481190901,37.756841745574796,6,16
12222,NON-CRIMINAL,Monday,LOST PROPERTY,SOUTHERN,non_processed,720,-122.40340479147899,37.775420706711,7,5
12223,VANDALISM,Thursday,"MALICIOUS MISCHIEF, GRAFFITI",PARK,non_processed,1,-122.437875160632,37.7622679654099,9,15
